demo,demo1,demo2,demo3,demo4,demo5,demo6,demo7,demo8,demo9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,reg_target
0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,-50.18138926
0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,-183.2055441
0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,-56.24638434
1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,110.5841383
1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,-109.5309581
0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,95.68112875
1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,-36.62706717
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,-103.7512519
0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,-11.29195422
1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,64.30130027
1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,-17.55623498
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,90.48937939
0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,79.14549504
1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,-446.4670534
0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,57.6147825
1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,-364.9733022
0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,74.53423018
0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,202.3924459
0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,98.65117215
0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,232.31282400000003
0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,-203.7435987
0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,-21.96907729
1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,-316.0880333
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,-193.8307003
0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,96.45033706
1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,-22.57565686
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,-246.7696756
0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,-24.55512435
1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,147.6787494
1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,27.31650917
1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,-182.9077375
0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,82.92087621
0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,-15.27045669
0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,75.76005291
1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,210.1102593
1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,-82.71006972
0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,8.236305306
0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,242.2437197
0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,-56.58016217
1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,-150.4387124
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,13.71161686
1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,24.22026768
0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,-17.23661914
1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,43.34276192
0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,117.0773755
1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,-116.7151668
0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,138.820824
1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,38.7953684
1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,160.1096903
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,-61.59652958
1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-34.39955
1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,-40.47000921
1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,-64.51940037
1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,249.8333692
0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,28.50810272
0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,-272.2079914
1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,94.79496263
0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,-200.2790384
1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,76.69851986
1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,-57.25328308
0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,17.92087908
1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,-346.1499028
0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,85.3752301
1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,-110.8813709
0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,-6.027539227
0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,-99.90518761
1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,-8.51905326
1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,103.9412295
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,-45.04779068
0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,-2.197338238
0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,56.39189295
1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,5.402999902
1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,-34.24728089
0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,-17.62200209
1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,197.1254457
0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,112.6962724
1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,66.47228391
1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,87.39769101
1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,107.7868582
1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,-126.3639465
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,-249.7533005
0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,-160.6929163
0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,37.03319974
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,-99.01872245
1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,178.6796328
1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,123.5702682
1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,62.44282752
1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,-52.29044421
1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,2.9383554339999995
1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,-108.7431033
0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,-155.533926
1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,-41.70862976
0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,27.86420127
0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,-125.847619
1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,97.95298924
0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-221.5174566
1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,-88.83157225
1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,28.01289861
1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,400.92683460000006
1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,-112.2674271
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,-155.2684269
0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,62.30265028
0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,-59.98127812
0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,-155.9746485
1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,81.5332937
1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,-77.45057174
1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,-69.6249708
0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,51.00877414
1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,21.35321348
0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,-4.9765338880000005
1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-69.64666116
0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,157.05647580000004
0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,160.88644240000005
0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,31.77701721
0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,-128.991763
0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,-65.63890885
1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,78.17714397
1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,-8.175855715
0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,-158.7835441
1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,-22.05159469
1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,-29.03388428
0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,-16.74136447
0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,-42.70039433
0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,157.08677269999995
0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,-35.26237808
0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,119.769708
0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,-138.9000703
1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,11.12508869
1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,85.86509361
0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,-16.4882226
1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,17.70646785
1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,135.2499415
1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,-92.96940391
1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,30.85002375
0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,101.0800729
0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,-30.11404494
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,-69.10840976
1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,-18.0891669
1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,6.985413065
0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,-114.765987
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,33.75664135
1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0.425414846
0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,-92.88913289
1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,179.5369217
1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,92.90802546
1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,114.20159440000002
1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,78.22722537
1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,26.82706376
1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,218.6822258
1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,123.9750202
1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,317.1540740000001
1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,-70.02442679
1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,80.1833234
1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,-148.1283688
0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,-66.86449499
1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,-43.68153498
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,-154.59738280000005
1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,170.01043700000002
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,-10.8193
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,-82.01598475
1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,-99.74060629
1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,-83.10783005
1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,199.7500877
1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,234.8815354
0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,-98.6562824
1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,13.00743342
1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-5.153331598
0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,54.07790974
1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,-76.92175663
0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,-281.7212692
1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,37.08378864
1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,23.88829961
0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,62.26618694
1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,-63.12030671
1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,169.9845673
1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,-96.66625399
1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,183.7166204
1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,-143.5583803
0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,57.88361348
0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,176.68313940000004
1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,127.745441
1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,-4.067832344
1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,-43.69752521
1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,-29.67245515
1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,-35.08769828
0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,-85.04262444
0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,92.71241929
0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,81.61653409
1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,-149.75374
1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,-76.38737486
0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,-160.1291708
1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,-88.95240594
1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,-89.66052073
0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,116.1011188
0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,-47.05593965
1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,86.99711443
1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,-75.25654874
1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1.050263997
0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,35.43686107
1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,42.97365637
0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,24.62336038
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,99.43522423
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,-52.92229098
0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,-165.8786371
0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,65.52541079
0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,-97.59938785
1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,-23.00690133
1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-127.0269683
1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,137.3451534
0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,-296.9271787
0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,128.2641526
1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,59.34124224
0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,-61.28489384
1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,-13.62997694
0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,-88.74243
0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,41.49416153
1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,73.88066009
0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,-127.2759366
0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,118.05973459999998
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,190.6525991
0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,123.8018652
1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,-160.1086316
0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,25.14898322
1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,-20.67649573
1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,-403.3277713
0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,53.45222808
1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,-163.49988100000004
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,-149.4749874
1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,-84.069513
1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,-87.83246718
1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,73.39571845
0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,200.6336406
0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,109.8983808
0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,-0.454590781
1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,-83.96270129
1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,38.0724165
0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,-6.219098203
1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,91.36390557
0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,206.0872858
0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,58.26494953
1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,62.05277416
0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,145.36335569999997
1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,10.05285239
1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,181.5428945
0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,-16.60355599
0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,20.77423094
1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,-3.574881415
0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,288.4059366
1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,15.91540254
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,-231.6549396
1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,-109.8761487
0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,-116.8054903
1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,161.0395416
1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,96.56082017
1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,-108.9552293
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,-162.4554975
1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,-201.6135924
1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,7.045351757000001
0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,-34.01578589
1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,50.32068067
0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,-26.28348973
1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,36.78174263
1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,98.6966481
0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,230.7002175
1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,-16.97395611
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,79.99381976
1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,103.1236253
0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,214.4684904
0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,-103.4600504
1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,9.666970176
1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,-25.58753127
1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,103.5995409
0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,-121.9188443
1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,171.8237793
0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,-10.20033489
1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,140.1240893
1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,56.67283654
1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,-121.7909223
1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,138.08514209999998
0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,160.8801329
0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,87.18239669
1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,-49.23968905
0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,-139.6068534
0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,-5.59198693
0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,-16.12411143
0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,-78.52036653
0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,269.4148964
1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,34.00409725
1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,171.8176552
1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,61.93477294
0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,-4.718594797
0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-115.4377667
0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,25.3555472
1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,57.14049284
1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,-34.37892211
0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,143.315424
1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,-80.46235031
1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,206.0337518
